47	-164.625	-177	0	46.5	-1.3875	663.675	353.95	-4.375	770	192721	13.6381817	56.10 
132	-111	0	0	48	0	813.75	382.5	-56.25	826.5	87616	13.85640646	29.39 
202	-61.875	-0.02	125.62375	40.9525	0	754.2	450.45	-62.5	595.4	27225	12.79882807	37.96 
17	-180	0	0	48	0	702.15	356.1	-4.375	522.7	230400	13.85640646	34.57 
24	-45.975	-183.9	0	50.875	0	718.65	400.05	-4.375	779.5	15030.76	14.26534262	10.35 
102	-187.5	0	0	50	0	843.75	306.5	-1.875	1116.9	250000	14.14213562	26.06 
69	-145.125	-20	82.25	39.25	-1.79	703.5	422.5	-35	775.4	149769	12.52996409	56.34 
30	-110.89125	0	83.685	42.885	-1.10875	716.355	429.6	-8.75	598.8	87444.4041	13.09732797	35.23 
61	-121.3875	-282.8	0	45.95	-1.2875	707.025	329.95	-4.375	517.1	104781.69	13.55728586	49.80 
165	-58.125	-184	125.125	48.5	-1.125	660	349.5	-17.5	598.6	24025	13.92838828	28.99 
29	-43.5	-173	0	48	0	682.35	445.95	-17.5	704.4	13456	13.85640646	22.35 
143	-56.25	-236.8	0	43.45	-1.4875	801.975	337.4	-17.5	340.1	22500	13.1833228	37.43 
175	-117.375	0	98.875	44.5	-1	751.5	344.5	-17.5	829.3	97969	13.34166406	36.80 
177	-178.125	0	0	57	0	699	297	-112.5	613.7	225625	15.09966887	42.62 
117	-62.75625	-129.9	112.5425	43.865	-0.97375	754.725	373.3	-1.875	997.5	28006.0225	13.24613151	14.94 
159	-74.475	-132.4	0	48	0	733.8	412.75	-1.875	125.3	39441.96	13.85640646	9.13 
178	-142.5	0	0	57	0	699	335	-228.125	258.2	144400	15.09966887	52.52 
6	-76.3125	-305.3	0	50.875	0	722.55	315	-17.5	579.2	41412.25	14.26534262	41.68 
34	-111.435	0	102.8475	43.7	-1.19	767.1	376.725	-8.75	522.3	88304.0656	13.2211951	36.99 
138	-66.76125	-129.8	103.775	44.985	-0.44625	755.475	373.4	-17.5	267	31694.6809	13.41417161	39.16 
102	-119.55	-212.5	0	38.925	-1.7875	639.075	440.2	-1.875	806.9	101633.44	12.47798061	25.20 
187	-159	-22	115.5	44.5	-1.06	616.5	375	-35	430.4	179776	13.34166406	65.70 
75	-135.975	-189	0	41.225	-1.45	708.525	377.9	-35	33.3	131478.76	12.84133949	77.30 
177	-119.25	0	110.25	52.5	-0.75	645.75	368.5	-17.5	611.8	101124	14.49137675	40.06 
83	-88.5	0	0	48.25	0	726	442.5	-4.375	272.5	55696	13.89244399	9.99 
43	-62.25	-260	0	45.75	-1.625	644.25	413.5	-17.5	692.2	27556	13.52774926	37.91 
92	-103.89375	0	85.21625	40.15	-1.47875	730.425	437.805	-8.75	424.2	76756.7025	12.67280553	41.89 
74	-103.15125	0	106.18125	39.87	-1.2375	790.2	388.75	-62.5	736.9	75663.5049	12.62853911	58.61 
122	-114	-140	0	53.5	-0.75	671.25	361	-17.5	75.1	92416	14.62873884	33.42 
19	-142.3125	-151.2	0	38.475	-1.9875	850.725	302.5	-4.375	867.2	144020.25	12.40564388	47.10 
32	-81.83625	-54.64	108.3075	35.1875	-1.48875	806.775	396.335	-1.875	1010	47624.3329	11.86381052	27.42 
151	-57.375	-145	98.875	44.5	-1	650.25	412	-17.5	172	23409	13.34166406	26.23 
216	-135.975	-189	0	41.225	-1.45	708.525	377.9	-1.875	871.1	131478.76	12.84133949	35.30 
32	-116.2125	-142.8	97.3	41.95	-2.7625	685.425	325.6	-17.5	154.9	96038.01	12.95376393	38.22 
158	-95.25	0	0	49.5	0	726	431.5	-228.125	909.1	64516	14.07124728	29.79 
50	-111.435	0	102.8475	43.7	-1.19	767.1	376.725	-62.5	246.6	88304.0656	13.2211951	56.74 
65	-135.975	-189	0	41.225	-1.45	708.525	377.9	-1.875	424.7	131478.76	12.84133949	35.30 
51	-43.5	-173	0	48	0	682.35	445.95	-56.25	646.3	13456	13.85640646	31.02 
100	-94.26375	0	103.48625	47.1125	-0.71875	771.3	378.865	-35	977.7	63186.8769	13.7277092	36.97 
124	-117.75	-145	98.875	44.75	-1	651.75	345	-17.5	99.6	98596	13.37908816	46.23 
188	-187.5	0	0	50	0	843.75	306.5	-168.75	984	250000	14.14213562	55.16 
88	-130.875	0	0	48	0	792	404.5	-17.5	991.1	121801	13.85640646	33.61 
47	-117.375	-145	0	44.5	-1	650.25	412	-17.5	765.4	97969	13.34166406	44.39 
165	-130.875	0	0	48	0	785.25	403	-17.5	814.8	121801	13.85640646	32.72 
162	-66.76125	-129.8	103.775	44.985	-0.44625	755.475	373.4	-35	396.6	31694.6809	13.41417161	48.59 
83	-159.375	-106.3	0	38.375	-2.0625	639.075	443.55	-1.875	127	180625	12.38951169	33.40 
49	-97.4625	-100.6	68.6	42.65	-1.3	701.775	381.45	-17.5	657.8	67548.01	13.06139349	49.77 
12	-124.125	0	0	48	0	768.75	410.5	-56.25	530.2	109561	13.85640646	37.91 
94	-180	0	0	48	0	702.15	356.1	-17.5	173.8	230400	13.85640646	43.94 
49	-178.125	-118.8	0	45.275	-1.1125	639.075	390.75	-17.5	551	225625	13.45734	68.30 
24	-134.625	-19	123.375	38.5	-1.36375	706.5	400.5	-1.875	861.5	128881	12.40967365	23.64 
180	-94.26375	0	103.48625	47.1125	-0.79375	771.3	378.865	-35	842.9	63186.8769	13.7277092	36.64 
80	-147.375	0	0	48	0	705.45	392.8	-1.875	595.8	154449	13.85640646	19.20 
87	-79.52625	0	106.4175	45.0775	-0.71125	793.2	389.66	-17.5	1021.5	44973.6849	13.42795591	24.90 
32	-83.385	0	84.58625	47.3225	-0.5575	725.31	435.16	-1.875	934.1	49443.9696	13.75827024	11.58 
101	-73.005	0	87.955	41.405	-0.935	754.8	452.95	-8.75	855.1	37900.3024	12.86934342	24.99 
104	-141	0	0	53.65	0	752.625	381.18	-1.875	483.5	141376	14.64923206	16.28 
82	-145.125	-20	82.25	39.25	-1.74125	703.5	422.5	-17.5	747.4	149769	12.52996409	46.68 
26	-135.975	-189	0	41.225	-1.45	708.525	377.9	-35	664.7	131478.76	12.84133949	77.30 
38	-195.75	0	0	36.5	0	672	448	-4.375	890.6	272484	12.08304597	50.51 
164	-55.6875	-139.4	95.025	48.175	-0.7625	669.3	390	-17.5	811.4	22052.25	13.88164255	23.70 
178	-143.4375	0	0	46.425	0	785.85	369.65	-17.5	370.8	146306.25	13.62717872	37.44 
37	-120.75	0	0	50.75	0	730.5	400	-17.5	701.7	103684	14.24780685	25.18 
92	-178.125	-118.8	0	45.275	-1.1125	639.075	390.75	-1.875	278	225625	13.45734	37.80 
51	-130.875	0	0	48	0	785.25	403	-4.375	549.1	121801	13.85640646	18.13 
46	-114	-76	0	57	0	699	335	-17.5	871.8	92416	15.09966887	47.81 
44	-56.0625	-236	0	43.95	-1.575	635.1	446.35	-17.5	356.4	22350.25	13.25895924	32.96 
19	-71.25	-190	0	57	0	699	335	-17.5	730.9	36100	15.09966887	40.86 
147	-117.2625	0	0	44.525	-1	749.775	411.1	-17.5	951.3	97781.29	13.3454112	25.10 
94	-178.125	0	0	57	0	699	297	-17.5	152.8	225625	15.09966887	39.29 
10	-199.2375	0	0	35.45	-3.525	639.075	446.85	-35	341.1	282279.69	11.90798052	58.80 
48	-106.5	-15	123.375	44.75	-0.6825	631.5	400.5	-35	420.7	80656	13.37908816	44.52 
106	-59.625	-149	101.5	43.75	-1.875	714.75	360	-17.5	394.6	25281	13.22875656	27.68 
114	-93.825	-166.8	0	50.875	0	733.2	347.05	-56.25	223.2	62600.04	14.26534262	47.71 
24	-86.23875	0	103.52125	48.8675	-0.57875	772.05	379.295	-8.75	411.4	52886.2009	13.98105862	20.08 
60	-65.0775	-50.05	151.83875	41.1925	-0.80875	754.65	396.75	-1.875	47.8	30116.1316	12.83627672	23.08 
114	-202.5	0	0	43.25	0	843.75	306.5	-8.75	593.5	291600	13.15294644	59.76 
218	-120.75	-149	0	46.5	-1	713.25	354.5	-17.5	441.8	103684	13.6381817	52.42 
168	-52.35	-209.4	0	48	0	785.25	403.45	-1.875	106.5	19488.16	13.85640646	8.06 
6	-51.15	-161.6	110.075	42.9	-1.3	691.95	382.2	-17.5	360.5	18604.96	13.09961832	29.07 
52	-106.5	-120	0	42	-0.875	727.5	397	-17.5	15	80656	12.9614814	40.93 
203	-140.25	-189.2	0	42.525	-1.2625	694.575	378.35	-17.5	63.3	139876	13.04223907	61.09 
73	-80.16	-98.06	21.455	45.435	-0.83125	799.5	392.76	-1.875	138.4	45693.3376	13.48109788	13.18 
194	-175.875	-117.2	0	34.45	-4.025	639.075	420.25	-35	486.1	219961	11.73882447	69.30 
22	-80.0625	0	152.46	39.8025	-1.4575	782.7	385.95	-62.5	544.6	45582.25	12.61784451	52.96 
66	-160.3125	-47.5	0	57	0	699	297	-4.375	78.6	182756.25	15.09966887	35.08 
16	-93.75	0	83.72875	47.96	-0.66625	711.675	428.6	-35	388.1	62500	13.85063175	39.64 
117	-94.26375	0	103.48625	47.1125	-0.71875	771.3	378.865	-62.5	917.9	63186.8769	13.7277092	43.58 
154	-145.725	-97.1	0	39.475	-1.5125	639.075	462.85	-35	221.9	151009.96	12.56582667	55.20 
165	-135.975	-189	0	41.225	-1.45	708.525	377.9	-17.5	127.9	131478.76	12.84133949	71.30 
210	-196.875	0	0	47.25	0	843.75	306.5	-8.75	122.3	275625	13.74772708	48.40 
89	-49.875	-210	0	49	-0.375	711.75	397.5	-17.5	734.8	17689	14	31.03 
36	-99.75	-114	0	57	0	699	335	-168.75	764.6	70756	15.09966887	51.73 
49	-76.3125	-305.3	0	50.875	0	722.55	315	-56.25	671.5	41412.25	14.26534262	51.86 
126	-103.89375	0	85.21625	40.15	-1.47875	730.425	437.805	-35	332.4	76756.7025	12.67280553	51.04 
87	-111.7875	0	93.625	46.6	-0.7625	659.25	407.6	-17.5	310.7	88863.61	13.65283853	42.64 
197	-116.25	0	0	48	0	727.5	425	-17.5	843.7	96100	13.85640646	27.92 
135	-103.875	0	0	47.75	0	726	428	-8.75	774	76729	13.82027496	21.26 
68	-167.25	-24	69.125	40.5	-1.455	725.25	356	-35	747.8	198916	12.72792206	56.14 
178	-112.5	0	0	46	0	806.25	397.5	-4.375	886.7	90000	13.56465997	15.58 
193	-80.1525	0	152.8975	38.6975	-1.27	790.125	388.175	-8.75	318.9	45684.7876	12.44146294	33.73 
156	-93.75	0	83.72875	46.855	-0.69125	717.645	430.585	-1.875	566.1	62500	13.69014244	13.82 
70	-140.25	0	0	47.5	-0.875	759.75	365	-17.5	32	139876	13.78404875	39.05 
112	-145.125	-20	82.25	39.25	-1.74125	703.5	422.5	-4.375	383.7	149769	12.52996409	45.90 
18	-107.3625	-200.9	0	36.175	-1.4	753.45	401.85	-35	198.1	81967.69	12.02913131	72.99 
123	-59.55	-238.2	0	46.425	0	780.45	367.15	-4.375	653.8	25217.44	13.62717872	9.62 
125	-103.89375	0	85.21625	40.15	-1.47875	730.425	437.805	-1.875	370.3	76756.7025	12.67280553	23.14 
53	-98.2125	-110.5	75.3375	48.85	-0.625	671.4	366.3	-17.5	854.3	68591.61	13.978555	33.72 
102	-53.625	-169	125.125	47.75	-1	725.25	321.5	-17.5	268.6	20449	13.82027496	29.72 
207	-75	-133	0	48	0	724.05	403.1	-1.875	375	40000	13.85640646	11.41 
140	-102.375	0	78.75	49.75	-1.375	698.25	381	-17.5	255.4	74529	14.10673598	32.24 
107	-146.2125	-189	0	36.475	-2.75	708.525	377.9	-35	233.6	152022.01	12.07890724	79.40 
40	-86.13	0	103.39	48.8075	-0.76625	771.075	378.815	-62.5	947.8	52752.9024	13.97247294	40.86 
71	-116.25	0	0	48	0	727.5	425	-56.25	222.8	96100	13.85640646	34.68 
53	-79.71375	0	87.84125	39.8375	-1.29625	752.85	451.895	-17.5	639	45186.0049	12.62339099	37.40 
196	-108.825	-193.5	0	46.425	0	748.65	352.15	-4.375	454.1	84216.04	13.62717872	21.86 
41	-106.5	-119.7	0	42.075	-0.9	727.8	397.1	-17.5	877.5	80656	12.97304899	40.93 
81	-147.375	0	0	48	0	705.45	392.8	-56.25	164.5	154449	13.85640646	48.85 
77	-94.42875	0	87.4475	36.535	-1.54375	754.5	449.88	-62.5	31.6	63408.2761	12.08883783	45.37 
90	-69.825	-124.1	0	46.425	0	812.55	382.15	-4.375	714.4	34670.44	13.62717872	8.00 
204	-117.675	0	98.525	42.475	-1.2625	693.975	391.45	-17.5	903.2	98470.44	13.03456942	38.46 
182	-128.25	-38	0	57	0	699	335	-112.5	812.8	116964	15.09966887	52.12 
10	-68.2125	-272.8	0	46.425	0	759.3	357.15	-17.5	902.8	33087.61	13.62717872	27.94 
209	-68.9625	-122.6	0	50.875	0	719.4	400	-17.5	92.1	33819.21	14.26534262	24.05 
170	-80.1525	0	152.8975	38.6975	-1.27	790.125	388.175	-1.875	652.1	45684.7876	12.44146294	17.57 
18	-151.875	0	0	43.75	0	840	347.5	-17.5	238.1	164025	13.22875656	52.30 
83	-124.125	0	0	48	0	768.75	410.5	-75	281.9	109561	13.85640646	39.38 
47	-178.125	0	0	57	0	699	297	-56.25	702.4	225625	15.09966887	42.23 
48	-187.5	0	0	35	-0.5	724.5	426.5	-17.5	859.1	250000	11.83215957	67.57 
79	-94.5375	-97.1	66.15	48.45	-1.0375	626.625	410.7	-17.5	667.3	63554.41	13.92120684	33.40 
